"","session","site","relief_cm","species_order","family","species","size_bin","size_bin_lengths","habitat","octocoral","stony","relief_cm.1","predator_presence","nocturnal","position","behavior","max_length","colouration","cryptic_behaviour","trophic_position","shape","SVC_date","SVC_area","SVC_max_depth","SVC_density","prey_date","prey_depth","prey_area","prey_density","SVC_prey_difference","total_density","log_difference","average_depth"
"11",141,"BISC-P12a",42.1666666666667,"Perciformes","Labridae","striped parrotfish",3,12.91456,"Patch",70,5,42.1666666666667,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,78.53981634,15,0,2014-09-16,14.5,48,0.0208333333333333,-0.0208333333333333,0.0208333333333333,-3.0834378539731,14.75
"12",142,"BISC-P13a",49.0769230769231,"Perciformes","Labridae","redband parrotfish",1,3.63321,"Patch",80,5,49.0769230769231,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,20,0.00649612012729277,2014-09-16,16,120,0.025,-0.0185038798727072,0.0314961201272928,-1.24371096769445,18
"13",142,"BISC-P13a",49.0769230769231,"Perciformes","Labridae","redband parrotfish",2,7.533217,"Patch",80,5,49.0769230769231,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,20,0.0259844805091711,2014-09-16,16,120,0.0583333333333333,-0.0323488528241622,0.0843178138425044,-0.787909356834798,18
"14",142,"BISC-P13a",49.0769230769231,"Perciformes","Pomacentridae","threespot damselfish",2,7.533217,"Patch",80,5,49.0769230769231,0,0,"demersal","solitary",13,"neutral","0","herbivore","compressiform",2014-09-16,153.93804,20,0.00649612012729277,2014-09-16,16,120,0.025,-0.0185038798727072,0.0314961201272928,-1.24371096769445,18
"15",142,"BISC-P13a",49.0769230769231,"Perciformes","Labridae","striped parrotfish",2,7.533217,"Patch",80,5,49.0769230769231,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,20,0.00649612012729277,2014-09-16,16,120,0.0416666666666667,-0.0351705465393739,0.0481627867939594,-1.73903240492448,18
"16",142,"BISC-P13a",49.0769230769231,"Perciformes","Labridae","redband parrotfish",3,12.91456,"Patch",80,5,49.0769230769231,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,20,0.00649612012729277,2014-09-16,16,120,0.00833333333333333,-0.00183721320604056,0.0148294534606261,-0.219206651180067,18
"17",143,"BISC-W30a",36.3846153846154,"Perciformes","Labridae","greenblotch parrotfish",1,3.63321,"Continuous",40,2,36.3846153846154,0,0,"demersal","shoaling",25,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,30,0.0194883603818783,2014-09-16,19.375,160,0.0125,0.00698836038187832,0.0319883603818783,0.417167253198487,24.6875
"18",143,"BISC-W30a",36.3846153846154,"Perciformes","Labridae","redband parrotfish",1,3.63321,"Continuous",40,2,36.3846153846154,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,30,0.00649612012729277,2014-09-16,19.375,160,0.24375,-0.237253879872707,0.250246120127293,-3.48585171108359,24.6875
"19",143,"BISC-W30a",36.3846153846154,"Perciformes","Labridae","redband parrotfish",2,7.533217,"Continuous",40,2,36.3846153846154,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,30,0.0194883603818783,2014-09-16,19.375,160,0.06875,-0.0492616396181217,0.0882383603818783,-1.2250604820586,24.6875
"20",143,"BISC-W30a",36.3846153846154,"Perciformes","Acanthuridae","ocean surgeonfish",2,7.533217,"Continuous",40,2,36.3846153846154,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-16,153.93804,30,0.00649612012729277,2014-09-16,19.375,160,0,0.00649612012729277,0.00649612012729277,2.01438557032703,24.6875
"21",143,"BISC-W30a",36.3846153846154,"Perciformes","Labridae","redband parrotfish",3,12.91456,"Continuous",40,2,36.3846153846154,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,30,0.0714573214002205,2014-09-16,19.375,160,0.00625,0.0652073214002205,0.0777073214002205,2.30199624931785,24.6875
"22",143,"BISC-W30a",36.3846153846154,"Perciformes","Labridae","greenblotch parrotfish",2,7.533217,"Continuous",40,2,36.3846153846154,0,0,"demersal","shoaling",25,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,30,0.00649612012729277,2014-09-16,19.375,160,0,0.00649612012729277,0.00649612012729277,2.01438557032703,24.6875
"23",143,"BISC-W30a",36.3846153846154,"Perciformes","Labridae","redband parrotfish",4,17.94356,"Continuous",40,2,36.3846153846154,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,30,0.00649612012729277,2014-09-16,19.375,160,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,24.6875
"24",143,"BISC-W30a",36.3846153846154,"Perciformes","Acanthuridae","doctorfish",5,24.92844,"Continuous",40,2,36.3846153846154,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-16,153.93804,30,0,2014-09-16,19.375,160,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875
"25",143,"BISC-W30a",36.3846153846154,"Perciformes","Acanthuridae","ocean surgeonfish",3,12.91456,"Continuous",40,2,36.3846153846154,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-16,153.93804,30,0,2014-09-16,19.375,160,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875
"26",143,"BISC-W30a",36.3846153846154,"Perciformes","Acanthuridae","ocean surgeonfish",4,17.94356,"Continuous",40,2,36.3846153846154,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-16,153.93804,30,0,2014-09-16,19.375,160,0.025,-0.025,0.025,-3.25809653802148,24.6875
"27",143,"BISC-W30a",36.3846153846154,"Perciformes","Labridae","redband parrotfish",5,24.92844,"Continuous",40,2,36.3846153846154,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,30,0,2014-09-16,19.375,160,0.01875,-0.01875,0.01875,-2.98315349134713,24.6875
"28",143,"BISC-W30a",36.3846153846154,"Perciformes","Labridae","striped parrotfish",1,3.63321,"Continuous",40,2,36.3846153846154,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,30,0,2014-09-16,19.375,160,0.01875,-0.01875,0.01875,-2.98315349134713,24.6875
"29",143,"BISC-W30a",36.3846153846154,"Perciformes","Pomacentridae","yellowtail damselfish",3,12.91456,"Continuous",40,2,36.3846153846154,0,0,"demersal","solitary",21,"neutral","0","herbivore","compressiform",2014-09-16,153.93804,30,0,2014-09-16,19.375,160,0.00625,-0.00625,0.00625,-1.98100146886658,24.6875
"30",144,"BISC-W40-b",58.9230769230769,"Perciformes","Acanthuridae","ocean surgeonfish",3,12.91456,"Continuous",50,10,58.9230769230769,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-16,153.93804,50,0.0129922402545855,2014-09-16,54,80,0,0.0129922402545855,0.0129922402545855,2.63850290842262,52
"31",144,"BISC-W40-b",58.9230769230769,"Perciformes","Acanthuridae","blue tang",3,12.91456,"Continuous",50,10,58.9230769230769,0,0,"demersal","solitary",36,"colourful","0","herbivore","compressiform",2014-09-16,153.93804,50,0.00649612012729277,2014-09-16,54,80,0,0.00649612012729277,0.00649612012729277,2.01438557032703,52
"32",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","princess parrotfish",3,12.91456,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,50,0.00649612012729277,2014-09-16,54,80,0.0125,-0.00600387987270723,0.0189961201272928,-0.588304115117356,52
"33",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","striped parrotfish",1,3.63321,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,50,0.00649612012729277,2014-09-16,54,80,0.025,-0.0185038798727072,0.0314961201272928,-1.24371096769445,52
"34",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","princess parrotfish",4,17.94356,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,50,0.00162403003182319,2014-09-16,54,80,0,0.00162403003182319,0.00162403003182319,0.964711316070919,52
"35",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","striped parrotfish",2,7.533217,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,50,0.0454728408910494,2014-09-16,54,80,0,0.0454728408910494,0.0454728408910494,3.83886807510067,52
"36",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","yellowtail parrotfish",6,47.70199,"Continuous",50,10,58.9230769230769,0,0,"demersal","solitary",47.8,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,50,0.00649612012729277,2014-09-16,54,80,0,0.00649612012729277,0.00649612012729277,2.01438557032703,52
"37",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","redband parrotfish",4,17.94356,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,50,0.00649612012729277,2014-09-16,54,80,0,0.00649612012729277,0.00649612012729277,2.01438557032703,52
"38",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","greenblotch parrotfish",2,7.533217,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",25,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,50,0.00649612012729277,2014-09-16,54,80,0.025,-0.0185038798727072,0.0314961201272928,-1.24371096769445,52
"39",144,"BISC-W40-b",58.9230769230769,"Perciformes","Acanthuridae","blue tang",5,24.92844,"Continuous",50,10,58.9230769230769,0,0,"demersal","solitary",36,"colourful","0","herbivore","compressiform",2014-09-16,153.93804,50,0.0129922402545855,2014-09-16,54,80,0,0.0129922402545855,0.0129922402545855,2.63850290842262,52
"40",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","princess parrotfish",5,24.92844,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,50,0.0162403003182319,2014-09-16,54,80,0,0.0162403003182319,0.0162403003182319,2.84724968493486,52
"41",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","princess parrotfish",6,47.70199,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,50,0.00812015015911597,2014-09-16,54,80,0,0.00812015015911597,0.00812015015911597,2.21048626876604,52
"42",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","striped parrotfish",3,12.91456,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,50,0.00649612012729277,2014-09-16,54,80,0,0.00649612012729277,0.00649612012729277,2.01438557032703,52
"43",144,"BISC-W40-b",58.9230769230769,"Perciformes","Acanthuridae","doctorfish",4,17.94356,"Continuous",50,10,58.9230769230769,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-16,153.93804,50,0,2014-09-16,54,80,0.0125,-0.0125,0.0125,-2.60268968544438,52
"44",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","greenblotch parrotfish",1,3.63321,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",25,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,50,0,2014-09-16,54,80,0.0125,-0.0125,0.0125,-2.60268968544438,52
"45",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","princess parrotfish",2,7.533217,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-16,153.93804,50,0,2014-09-16,54,80,0.025,-0.025,0.025,-3.25809653802148,52
"46",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","redband parrotfish",1,3.63321,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,50,0,2014-09-16,54,80,0.0375,-0.0375,0.0375,-3.65065824129374,52
"47",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","redband parrotfish",2,7.533217,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,50,0,2014-09-16,54,80,0.025,-0.025,0.025,-3.25809653802148,52
"48",144,"BISC-W40-b",58.9230769230769,"Perciformes","Labridae","redband parrotfish",3,12.91456,"Continuous",50,10,58.9230769230769,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-16,153.93804,50,0,2014-09-16,54,80,0.025,-0.025,0.025,-3.25809653802148,52
"49",145,"BISC-P11a",41.36,"Perciformes","Labridae","striped parrotfish",1,3.63321,"Patch",0,5,41.36,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-17,78.53981634,12,0.238732414637067,2014-09-17,14.5,60,0.1,0.138732414637067,0.338732414637067,0.864402845481636,13.25
"50",145,"BISC-P11a",41.36,"Perciformes","Acanthuridae","blue tang",3,12.91456,"Patch",0,5,41.36,0,0,"demersal","solitary",36,"colourful","0","herbivore","compressiform",2014-09-17,78.53981634,12,0.0127323954473103,2014-09-17,14.5,60,0,0.0127323954473103,0.0127323954473103,2.61975767268374,13.25
"51",145,"BISC-P11a",41.36,"Perciformes","Labridae","redband parrotfish",3,12.91456,"Patch",0,5,41.36,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-17,78.53981634,12,0.0127323954473103,2014-09-17,14.5,60,0.05,-0.0372676045526897,0.0627323954473103,-1.31206796004059,13.25
"52",145,"BISC-P11a",41.36,"Perciformes","Labridae","striped parrotfish",2,7.533217,"Patch",0,5,41.36,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-17,78.53981634,12,0.0795774715456891,2014-09-17,14.5,60,0.25,-0.170422528454311,0.329577471545689,-1.13623383804792,13.25
"53",145,"BISC-P11a",41.36,"Perciformes","Acanthuridae","doctorfish",4,17.94356,"Patch",0,5,41.36,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-17,78.53981634,12,0,2014-09-17,14.5,60,0.0166666666666667,-0.0166666666666667,0.0166666666666667,-2.87167962488401,13.25
"54",145,"BISC-P11a",41.36,"Perciformes","Labridae","midnight parrotfish",2,7.533217,"Patch",0,5,41.36,0,0,"demersal","solitary",77,"colourful","0","herbivore","fusiform",2014-09-17,78.53981634,12,0,2014-09-17,14.5,60,0.0166666666666667,-0.0166666666666667,0.0166666666666667,-2.87167962488401,13.25
"55",145,"BISC-P11a",41.36,"Perciformes","Acanthuridae","ocean surgeonfish",3,12.91456,"Patch",0,5,41.36,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-17,78.53981634,12,0,2014-09-17,14.5,60,0.0166666666666667,-0.0166666666666667,0.0166666666666667,-2.87167962488401,13.25
"56",145,"BISC-P11a",41.36,"Perciformes","Labridae","redband parrotfish",1,3.63321,"Patch",0,5,41.36,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-17,78.53981634,12,0,2014-09-17,14.5,60,0.133333333333333,-0.133333333333333,0.133333333333333,-4.90032427327857,13.25
"57",145,"BISC-P11a",41.36,"Perciformes","Labridae","redband parrotfish",2,7.533217,"Patch",0,5,41.36,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-17,78.53981634,12,0,2014-09-17,14.5,60,0.116666666666667,-0.116666666666667,0.116666666666667,-4.76785576826519,13.25
"58",145,"BISC-P11a",41.36,"Perciformes","Labridae","redband parrotfish",4,17.94356,"Patch",0,5,41.36,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-17,78.53981634,12,0,2014-09-17,14.5,60,0.0166666666666667,-0.0166666666666667,0.0166666666666667,-2.87167962488401,13.25
"59",145,"BISC-P11a",41.36,"Perciformes","Labridae","striped parrotfish",3,12.91456,"Patch",0,5,41.36,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-17,78.53981634,12,0,2014-09-17,14.5,60,0.0166666666666667,-0.0166666666666667,0.0166666666666667,-2.87167962488401,13.25
"60",145,"BISC-P11a",41.36,"Perciformes","Pomacentridae","threespot damselfish",2,7.533217,"Patch",0,5,41.36,0,0,"demersal","solitary",13,"neutral","0","herbivore","compressiform",2014-09-17,78.53981634,12,0,2014-09-17,14.5,60,0.0333333333333333,-0.0333333333333333,0.0333333333333333,-3.53611669956153,13.25
"61",146,"BISC-P15a",55.5121951219512,"Perciformes","Acanthuridae","blue tang",3,12.91456,"Patch",75,5,55.5121951219512,0,0,"demersal","solitary",36,"colourful","0","herbivore","compressiform",2014-09-17,78.53981634,20,0.0127323954473103,2014-09-17,16.5,120,0,0.0127323954473103,0.0127323954473103,2.61975767268374,18.25
"62",146,"BISC-P15a",55.5121951219512,"Perciformes","Labridae","redband parrotfish",1,3.63321,"Patch",75,5,55.5121951219512,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-17,78.53981634,20,0.0859436692693443,2014-09-17,16.5,120,0.225,-0.139056330730656,0.310943669269344,-0.955274569985894,18.25
"63",146,"BISC-P15a",55.5121951219512,"Perciformes","Labridae","striped parrotfish",1,3.63321,"Patch",75,5,55.5121951219512,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-17,78.53981634,20,0.190985931709654,2014-09-17,16.5,120,0.133333333333333,0.0576525983763206,0.324319265042987,0.357097823719106,18.25
"64",146,"BISC-P15a",55.5121951219512,"Perciformes","Acanthuridae","ocean surgeonfish",3,12.91456,"Patch",75,5,55.5121951219512,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-17,78.53981634,20,0.0127323954473103,2014-09-17,16.5,120,0.00833333333333333,0.00439906211397693,0.0210657287806436,0.386165451176643,18.25
"65",146,"BISC-P15a",55.5121951219512,"Perciformes","Acanthuridae","doctorfish",3,12.91456,"Patch",75,5,55.5121951219512,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-17,78.53981634,20,0.0127323954473103,2014-09-17,16.5,120,0,0.0127323954473103,0.0127323954473103,2.61975767268374,18.25
"66",146,"BISC-P15a",55.5121951219512,"Perciformes","Labridae","redband parrotfish",2,7.533217,"Patch",75,5,55.5121951219512,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-17,78.53981634,20,0.0159154943091378,2014-09-17,16.5,120,0.125,-0.109084505690862,0.140915494309138,-2.00805188202207,18.25
"67",146,"BISC-P15a",55.5121951219512,"Perciformes","Labridae","striped parrotfish",2,7.533217,"Patch",75,5,55.5121951219512,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-17,78.53981634,20,0.0636619772365513,2014-09-17,16.5,120,0.0583333333333333,0.00532864390321797,0.121995310569885,0.0860020891812145,18.25
"68",146,"BISC-P15a",55.5121951219512,"Perciformes","Acanthuridae","blue tang",4,17.94356,"Patch",75,5,55.5121951219512,0,0,"demersal","solitary",36,"colourful","0","herbivore","compressiform",2014-09-17,78.53981634,20,0.0127323954473103,2014-09-17,16.5,120,0,0.0127323954473103,0.0127323954473103,2.61975767268374,18.25
"69",146,"BISC-P15a",55.5121951219512,"Perciformes","Labridae","redband parrotfish",3,12.91456,"Patch",75,5,55.5121951219512,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-17,78.53981634,20,0.0127323954473103,2014-09-17,16.5,120,0.0166666666666667,-0.00393427121935641,0.0293990621139769,-0.251921952200274,18.25
"70",146,"BISC-P15a",55.5121951219512,"Perciformes","Labridae","midnight parrotfish",5,24.92844,"Patch",75,5,55.5121951219512,0,0,"demersal","solitary",77,"colourful","0","herbivore","fusiform",2014-09-17,78.53981634,20,0,2014-09-17,16.5,120,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,18.25
"71",146,"BISC-P15a",55.5121951219512,"Perciformes","Acanthuridae","ocean surgeonfish",4,17.94356,"Patch",75,5,55.5121951219512,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-17,78.53981634,20,0,2014-09-17,16.5,120,0.00833333333333333,-0.00833333333333333,0.00833333333333333,-2.23359222150709,18.25
"72",147,"BISC-W12",37.8076923076923,"Perciformes","Acanthuridae","blue tang",3,12.91456,"Continuous",40,5,37.8076923076923,0,0,"demersal","solitary",36,"colourful","0","herbivore","compressiform",2014-09-17,153.93804,61,0.0129922402545855,2014-09-17,59,80,0,0.0129922402545855,0.0129922402545855,2.63850290842262,60
"73",147,"BISC-W12",37.8076923076923,"Perciformes","Acanthuridae","doctorfish",4,17.94356,"Continuous",40,5,37.8076923076923,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-17,153.93804,61,0.00649612012729277,2014-09-17,59,80,0,0.00649612012729277,0.00649612012729277,2.01438557032703,60
"74",147,"BISC-W12",37.8076923076923,"Perciformes","Labridae","greenblotch parrotfish",1,3.63321,"Continuous",40,5,37.8076923076923,0,0,"demersal","shoaling",25,"colourful","1","herbivore","fusiform",2014-09-17,153.93804,61,0.00649612012729277,2014-09-17,59,80,0,0.00649612012729277,0.00649612012729277,2.01438557032703,60
"75",147,"BISC-W12",37.8076923076923,"Perciformes","Acanthuridae","ocean surgeonfish",3,12.91456,"Continuous",40,5,37.8076923076923,0,0,"demersal","solitary",35,"neutral","0","herbivore","compressiform",2014-09-17,153.93804,61,0.00649612012729277,2014-09-17,59,80,0,0.00649612012729277,0.00649612012729277,2.01438557032703,60
"76",147,"BISC-W12",37.8076923076923,"Perciformes","Labridae","bluelip parrotfish",1,3.63321,"Continuous",40,5,37.8076923076923,0,0,"demersal","shoaling",13,"colourful","1","herbivore","fusiform",2014-09-17,153.93804,61,0.0194883603818783,2014-09-17,59,80,0,0.0194883603818783,0.0194883603818783,3.01985693864287,60
"77",147,"BISC-W12",37.8076923076923,"Perciformes","Labridae","striped parrotfish",2,7.533217,"Continuous",40,5,37.8076923076923,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-17,153.93804,61,0.00649612012729277,2014-09-17,59,80,0,0.00649612012729277,0.00649612012729277,2.01438557032703,60
"78",147,"BISC-W12",37.8076923076923,"Perciformes","Labridae","redband parrotfish",1,3.63321,"Continuous",40,5,37.8076923076923,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-17,153.93804,61,0.00649612012729277,2014-09-17,59,80,0.15,-0.143503879872707,0.156496120127293,-3.0028942664879,60
"79",147,"BISC-W12",37.8076923076923,"Perciformes","Labridae","princess parrotfish",1,3.63321,"Continuous",40,5,37.8076923076923,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-17,153.93804,61,0.00649612012729277,2014-09-17,59,80,0,0.00649612012729277,0.00649612012729277,2.01438557032703,60
"80",147,"BISC-W12",37.8076923076923,"Perciformes","Labridae","redband parrotfish",2,7.533217,"Continuous",40,5,37.8076923076923,0,0,"demersal","shoaling",28,"colourful","1","herbivore","fusiform",2014-09-17,153.93804,61,0.0324806006364639,2014-09-17,59,80,0.0375,-0.00501939936353613,0.0699806006364639,-0.139692055676162,60
"81",147,"BISC-W12",37.8076923076923,"Perciformes","Labridae","princess parrotfish",2,7.533217,"Continuous",40,5,37.8076923076923,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-17,153.93804,61,0.00324806006364639,2014-09-17,59,80,0.1,-0.0967519399363536,0.103248060063646,-3.16865809372512,60
"82",147,"BISC-W12",37.8076923076923,"Perciformes","Labridae","striped parrotfish",3,12.91456,"Continuous",40,5,37.8076923076923,0,0,"demersal","shoaling",35,"colourful","0","herbivore","fusiform",2014-09-17,153.93804,61,0.0129922402545855,2014-09-17,59,80,0.0125,0.000492240254585545,0.0254922402545855,0.0358132229782404,60
