session,date_site,site,SVC_date,SVC_surveyor,SVC_dive_start,SVC_dive_end,SVC_sample_start,SVC_sample_end,SVC_total_sample_time,SVC_cylinder_rad,SVC_cylinder_area,SVC_temp_f,SVC_current,SVC_vis_ft,SVC_habitat,SVC_max_depth,SVC_min_depth,SVC_stat_depth,max_hard_relief,max_soft_relief,Sub < .2m,Sub .2-.5m,Sub .5-1m,Sub 1-1.5m,Sub > 1.5m,sand,hard-bottom,Rubble,Algae (<1cm),Algae (>1cm),sponge,octocoral,stony,other,period,species,SVC_abundance,SVC_mean_tl,SVC_min_tl,SVC_max_tl
141,2014-09-16_BISC-P12a,BISC-P12a,2014-09-16,Lizard,1452,1520,1454,1515,,5,78.53981634,85,None,15,Patch,15,7,8,0.5,1.5,5,10,75,10,0,NA,NA,NA,10,5,10,70,5,0,2,butter hamlet,1,12,12,12
141,2014-09-16_BISC-P12a,BISC-P12a,2014-09-16,Lizard,1452,1520,1454,1515,,5,78.53981634,85,None,15,Patch,15,7,8,0.5,1.5,5,10,75,10,0,NA,NA,NA,10,5,10,70,5,0,2,trumpetfish,1,50,50,50
141,2014-09-16_BISC-P12a,BISC-P12a,2014-09-16,Lizard,1452,1520,1454,1515,,5,78.53981634,85,None,15,Patch,15,7,8,0.5,1.5,5,10,75,10,0,NA,NA,NA,10,5,10,70,5,0,2,foureye butterflyfish,1,8,8,8
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,bluehead wrasse,7,9,5,12
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,bicolor damselfish,1,8,8,8
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,redband parrotfish,6,8,4,12
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,threespot damselfish,1,7,7,7
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,white grunt,1,24,24,24
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,sergeant major,1,12,12,12
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,stoplight parrotfish,1,8,8,8
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,sharpnose puffer,1,4,4,4
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,yellowtail snapper,15,15,12,18
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,1,trumpetfish,2,47.5,45,50
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,2,bar jack,1,7,7,7
142,2014-09-16_BISC-P13a,BISC-P13a,2014-09-16,Lizard,1322,1345,1327,1340,,7,153.93804,89,None,20,Patch,20,8,10,<0.5,1,5,20,75,0,0,0,100,0,5,5,5,80,5,0,2,striped parrotfish,1,8,8,8
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,bluehead wrasse,14,7,3,11
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,redband parrotfish,16,11,3,19
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,smooth trunkfish,1,20,20,20
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,yellowhead wrasse,6,7,5,9
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,slippery dick,6,6,4,8
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,white grunt,1,16,16,16
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,bicolor damselfish,10,4,3,7
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,ocean surgeonfish,1,10,10,10
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,clown wrasse,2,8.5,7,10
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,graysby,1,16,16,16
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,1,greenblotch parrotfish,4,5,4,7
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,2,sharpnose puffer,1,4,4,4
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,2,lantern bass,1,5,5,5
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,2,foureye butterflyfish,2,11,10,12
143,2014-09-16_BISC-W30a,BISC-W30a,2014-09-16,Lizard,1140,1220,1147,1209,,7,153.93804,87,None,40,Continuous,30,27,27,<0.5,0.8,80,20,,,,10,80,10,30,8,20,40,2,0,2,slender filefish,2,4,3,5
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,bicolor damselfish,40,6,3,8
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,blue chromis,6,8,7,11
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,bluehead wrasse,9,9,4,12
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,princess parrotfish,5,25,15,40
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,harlequin bass,1,8,8,8
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,reef butterflyfish,4,8,7,12
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,yellowhead wrasse,2,7.5,5,10
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,ocean surgeonfish,2,13.5,12,15
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,blue parrotfish,1,50,50,50
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,striped parrotfish,9,8,5,12
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,graysby,1,15,15,15
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,rock beauty,1,11,11,11
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,masked goby,50,4,2,6
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,white grunt,1,28,28,28
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,cocoa damselfish,1,9,9,9
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,blue tang,3,22,15,22
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,spotted goatfish,2,25,25,25
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,1,sharpnose puffer,1,5,5,5
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,yellowtail parrotfish,1,38,38,38
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,brown chromis,1,9,9,9
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,orangespotted filefish,1,60,60,60
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,redband parrotfish,1,20,20,20
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,foureye butterflyfish,1,8,8,8
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,spanish hogfish,1,15,15,15
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,stoplight parrotfish,1,37,37,37
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,scrawled filefish,2,32,30,34
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,greenblotch parrotfish,1,6,6,6
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,cero,1,35,35,35
144,2014-09-16_BISC-W40-b,BISC-W40-b,2014-09-16,Lizard,1012,1105,1020,1050,,7,153.93804,85,Moderate,30,Continuous,50,44,45,1,0.5,10,75,10,5,0,5,90,5,10,10,20,50,10,0,2,clown wrasse,1,7,7,7
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,cocoa damselfish,2,7.5,7,8
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,yellowtail snapper,1,13,13,13
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,bluehead wrasse,8,8,7,11
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,gray snapper,2,23.5,22,25
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,white grunt,1,15,15,15
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,slippery dick,1,6,6,6
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,blue tang,1,13,13,113
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,redband parrotfish,1,12,12,12
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,yellowhead wrasse,3,7,7,9
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,stoplight parrotfish,1,12,12,12
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,striped parrotfish,25,5,3,9
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,1,townsend angelfish,1,13,13,13
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,2,banded butterflyfish,1,10,10,10
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,2,bluestriped grunt,1,19,19,19
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,2,trumpetfish,2,37.5,35,40
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,2,puddingwife,1,5,5,5
145,2014-09-17_BISC-P11a,BISC-P11a,2014-09-17,Lizard,1555,1615,1557,1613,,5,78.53981634,82,None,15,Patch,12,7,8,0.5,1.7,10,60,15,10,5,5,85,10,5,5,85,0,5,0,2,bar jack,2,8.5,7,10
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,slippery dick,1,9,9,9
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,bluestriped grunt,3,20,16,24
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,white grunt,2,17.5,15,20
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,spotted moray,1,80,80,80
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,bluehead wrasse,12,7,5,12
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,bicolor damselfish,3,5,3,6
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,redband parrotfish,9,4,3,11
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,stoplight parrotfish,5,4,3,7
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,striped parrotfish,20,5,3,10
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,harlequin bass,1,6,6,6
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,blue tang,2,17.5,15,20
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,gray snapper,1,29,29,29
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,yellow chub,13,32,29,40
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,yellowtail snapper,13,10,10,12
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,ocean surgeonfish,1,13,13,13
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,atlantic spadefish,2,30,28,32
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,1,queen angelfish,1,20,20,20
146,2014-09-17_BISC-P15a,BISC-P15a,2014-09-17,Lizard,1405,1445,1410,1432,,5,78.53981634,86,None,20,Patch,20,10,14,1.7,2,15,25,30,20,10,5,80,15,10,5,5,75,5,0,2,beaugregory,1,4,4,4
